iter	Logloss
279	0.4223435605
280	0.421613781
281	0.4209416129
282	0.4203240405
283	0.4196115682
284	0.418848015
285	0.4181502733
286	0.4174690492
287	0.4167997839
288	0.4161341541
289	0.4154357508
290	0.4147367294
291	0.41398214
292	0.4131729163
293	0.4123780261
294	0.4115668479
295	0.4107435658
296	0.410072791
297	0.4095373819
298	0.4088758199
299	0.4081725436
300	0.4075450179
301	0.4068869902
302	0.4061129458
303	0.4053273734
304	0.4046606679
305	0.4038897987
306	0.4033162856
307	0.4025966906
308	0.4019118576
309	0.4014877143
310	0.4009919626
311	0.4002458351
312	0.3995436828
313	0.3989068948
314	0.3982253938
315	0.3976519391
316	0.3975149294
317	0.3969259816
318	0.3966535866
319	0.395903645
320	0.3951314677
321	0.3943258374
322	0.3936249057
323	0.3928908139
324	0.3921690408
325	0.3914544026
326	0.390665319
327	0.3899229523
328	0.3892714471
329	0.3887691933
330	0.3879976381
331	0.3874482988
332	0.3869782581
333	0.3862479067
334	0.3856359332
335	0.3849536233
336	0.384341105
337	0.3836349055
338	0.383062402
339	0.3824207459
340	0.3818387775
341	0.381395151
342	0.3805541553
343	0.3801299747
344	0.3795374516
345	0.3794732564
346	0.3787827143
347	0.3782021275
348	0.3775771492
349	0.3768341188
350	0.3764799934
351	0.3759475849
352	0.3753897429
353	0.3747847426
354	0.3742059603
355	0.3736089413
356	0.3731540808
357	0.3724873769
358	0.3718835229
359	0.3714611592
360	0.3711104186
361	0.3704472116
362	0.3699009516
363	0.3693435736
364	0.3687591242
365	0.3682486252
366	0.3676840122
367	0.3671307869
368	0.3666265351
369	0.3659799082
370	0.3654436757
371	0.3648064177
372373	0.36381744373	0.3637823469
374	0.3633092511
375	0.3626517628
376	0.3620501769
377	0.3613407221
378	0.3607142884
379	0.3600378723
380	0.3596143848
381	0.3590755163
382	0.3585320511
383	0.3579289305
384	0.3573641321
385	0.3568311094
386	0.3563254586
387	0.3558371247
388	0.3554118378
389	0.3549028526
390	0.3543069861
391	0.3537701462
392	0.3532187012
393	0.3526928811
394	0.3520832074
395	0.3516311522
396	0.3511190481
397	0.3505682556
398	0.3499650305
399	0.3498681497
400	0.3494118471
401	0.349326595
402	0.3488351193
403	0.3484927164
404	0.3480553724
405	0.3474250944
406	0.3468578968
407	0.3464036895
408	0.3457827103
409	0.3452729502
410	0.3446985533
411	0.3441361108
412	0.3435037572
413	0.343080599
414	0.3425768151
415	0.3419376646
416	0.3413412124
417	0.3412721469
418	0.3407452912
419	0.3403438984
420	0.3399220233
421	0.3394237767
422	0.3389750305
423	0.3385361277
424	0.338074285
425	0.3375846406
426	0.3370760739
427	0.3364954155
428	0.3359301456
429	0.3356180539
430	0.3350821748
431	0.3348611358
432	0.3343626838
433	0.3338229729
434	0.3333229128
435	0.3328024929
436	0.3322668029
437	0.3318970271
438	0.331360869
439	0.3309412242
440	0.330334072
441	0.3297699961
442	0.3292202654
443	0.3288172768
444	0.3283884354
445	0.3279502899
446	0.3275276915
447	0.327083274
448	0.3265573109
449	0.326139547
450	0.3257516355
451	0.3253221921
452	0.3248257242
453	0.3243634004
454	0.323865747
455	0.3232929109
456	0.3226650471
457	0.3221155207
458	0.3215675352
459	0.3211300079
460	0.3206829578
461	0.320159354
462	0.3196375783
463	0.3192093168
464	0.318778074
465	0.3187135293
466	0.3181946155
467	0.3177582951
468	0.3173441645
469	0.3168130291
470	0.316314776
471	0.3158038635
472	0.3154024533
473	0.3149940897
474	0.3144152225
475	0.3143696763
476	0.3138759963
477	0.3134879666
478	0.3129558207
479	0.3125054592
480	0.3122005174
481	0.3116757717
482	0.3111516879
483	0.3106657378
484	0.3102159029
485	0.3097096327
486	0.3092176318
487	0.3091383258
488	0.3086231168
489	0.3081379671
490	0.3077142811
491	0.3072833396
492	0.3072400329
493	0.3068424472
494	0.3063858889
495	0.3059879322
496	0.305585306
497	0.3051022147
498	0.3050323901
499	0.3045790228
500	0.3041102811
501	0.3035946594
502	0.3032648027
503	0.3027672005
504	0.3024493697
505	0.3019856325
506	0.3016854877
507	0.3012020166
508	0.3008290096
509	0.3003967928
510	0.3000703535
511	0.2995813741
512	0.2992045466
513	0.298727589
514	0.298303044
515	0.2978013722
516	0.297466697
517	0.2969777511
518	0.2965829989
519	0.2962024052
520	0.2957085786
521	0.2952761168
522	0.2948379585
523	0.2943985215
524	0.2940660735
525	0.2936584841
526	0.293325682
527	0.2929444979
528	0.2925680947
529	0.2922082221
530	0.291812073
531	0.2914202531
532	0.2910089645
533	0.2906167009
534	0.2902660249
535	0.2898411729
536	0.2894250545
537	0.2890566948
538	0.2888612622
539	0.2884768353
540	0.2880684783
541	0.2877165831
542	0.2873075313
543	0.2869460689
544	0.2865469013
545	0.2861203548
546	0.2856836846
547	0.2853674777
548	0.2850334402
549	0.2846253102
550	0.2842374135
551	0.2839724036
552	0.2835997126
553	0.2833015987
554	0.282869981
555	0.2825618571
556	0.2822224036
557	0.2821852473
558	0.2817151307
559	0.2813781766
560	0.2809764744
561	0.2808186403
562	0.2804794426
563	0.2801137517
564	0.279684416
565	0.2792611028
566	0.2788502894
567	0.2784604591
568	0.2780627948
569	0.2776466576
570	0.2772369222
571	0.2767840567
572	0.2763318949
573	0.2759737567
574	0.275522351
575	0.2751439323
576	0.2747169284
577	0.2746982196
578	0.2746125884
579	0.2741833633
580	0.2738191662
581	0.2734657738
582	0.2730327797
583	0.2726576914
584	0.2722480292
585	0.2719888953
586	0.2716730791
587	0.2712920118
588	0.2708621546
589	0.2704867254
590	0.2703113645
591	0.2699446672
592	0.2697066178
593	0.2693296005
594	0.2690687826
595	0.2686555791
596	0.2683076482
597	0.2679515204
598	0.2676404649
599	0.2673572594
600	0.2670131453
601	0.2666194687
602	0.2662618424
603	0.2659369617
604	0.2655977753
605	0.2655842177
606	0.2651820243
607	0.2647573869
608	0.2644356625
609	0.2640957919
610	0.2640825432
611	0.2636936776
612	0.2633585008
613	0.2629702884
614	0.2626390231
615	0.2623211225
616	0.2619748068
617	0.2616033171
618	0.2612914705
619	0.2609508913
620	0.2605508232
621	0.2602375438
622	0.2599302371
623	0.259639433
624	0.2592506582
625	0.2588983363
626	0.2584638212
627	0.2580991501
628	0.2580043131
629	0.2576615408
630	0.2573829708
631	0.2570561196
632	0.2567293189
633	0.2563435453
634	0.2559553902
635	0.2555982278
636	0.2552705763
637	0.254948553
638	0.2546726974
639	0.2543433547
640	0.2540807709
641	0.2537388331
642	0.2533724157
643	0.2530001759
644	0.2525746902
645	0.2523509823
6647	0.24972037464648	0.24937901648649	0.24903639649650	0.24870184650651	0.24840110651652	0.248131246653	0.24780578166654	0.24750576876655	0.24713211716656	0.24686580546657	0.24654945666658	0.24628348776659	0.24586595326660	0.24558218456661	0.24529645216662	0.24500295996663	0.24464154116664	0.24433002546665	0.24400583956666	0.24370279226667	0.243424537667	0.2457723831
6669	0.24305471886670	0.24285781367671	0.24255558567672	0.24218171767673	0.24186137467674	0.2416164766675	0.24135364236676	0.2409781786677	0.24064598596678	0.24032075536679	0.24001217886680	0.23967983396681	0.23950343896682	0.23914631068683	0.23883569568684	0.23855070468685	0.23825246768686	0.2378933186687	0.2376014429687	0.2402198843
688	0.2398460468
6690	0.2369907397690	0.23947384326691	0.23911776236692	0.23882833656693	0.23854238056694	0.2383245796695	0.23799713986696	0.23769458386697	0.23739727756698	0.23733066167699	0.23696578957700	0.23665190387701	0.23629577897702	0.23602911097703	0.23573240370704	0.23546239470705	0.2351508770706	0.23489954170707	0.23458098709708	0.23428450710709	0.23408317711710	0.23380515712711	0.23344276713	0.2310786054
714	0.2307591518
715714	0.23285404716715	0.23250265717716	0.23220138718717	0.23188090719718	0.23160682720719	0.23132020721720	0.23102899722721	0.23075906723722	0.23042687724723	0.23016937725724	0.22983324726725	0.22949804727726	0.22926734728727	0.22893148729728	0.22862876730729	0.22832511731730	0.2280199732	731	0.2277129231
732	0.2274651204
733	0.2272135547
734	0.226924606
735	0.2267199813
736	0.2266055578
737	0.226316912
738	0.2260855085
739	0.2258101555
740	0.2257197676
741	0.2254794996
742	0.2252508412
743	0.2250043631
744	0.224978746	0745	0.2247448386
746	0.2245038253
747	0.2242348669
748	0.2239457744
749	0.223730884
750	0.223433934
751	0.2231795703
752	0.22316601754753	0.22293554755754	0.22267178756755	0.22239536757756	0.22209160758757	0.22179567759758	0.2215268555
759	0.2212807771
760	0.22126747762761	0.22100375763762	0.2207425654
763	0.2204705222
764	0.2201615883
765	0.2198666413
766	0.219641159
767	0.2193418742
768	0.2190992545
769	0.2188392977
770	0.2185607849
771	0.2183409666
772	0.2180607341
773	0.2178315734
774	0.2175646099
775	0.2173349412
776	0.2170852237
777	0.2168752743
778	0.2165919347
779	0.2163612177
780	0.2161428184
781	0.2159732887
782	0.2158448884
783	0.2156331389
784	0.2153183334
785	0.2150519891
786	0.2147937582
787	0.2147504387
788	0.21448790	0.789	0.21428791	0.790	0.21405792	0.791	0.2137793	0.792	0.21348794	0.793	0.21323795	0.794	0.21295796	0.795	0.21269797	0.796	0.21246798	0.797	0.21221799	0798	0.212023800	0799	0.211774801	0800	0.2114556893
801	0.2111773918
802	0.211143804	0803	0.210892805	0804	0.210640806	0805	0.210404807	0806	0.210139808	807	0.2099405809	808	0.2096941810	809	0.2094315811	810	0.209199812	0811	0.208998813	0812	0.208750814	0813	0.208510815	0814	0.208291816	0815	0.208085817	0816	0.207819818	817	0.2075847819	818	0.2072851820	819	0.2071356821	820	0.2068709822	821	0.206653823	0822	0.206422824	0823	0.206177825	0824	0.205924826	0825	0.205643827	0826	0.205394828	0827	0.205186829	0828	0.204915830	0829	0.204647831	0830	0.204369832	0831	0.204112833	0832	0.203889834	0833	0.203639835	0834	0.203440836	0835	0.20319837	0.836	0.20298838	0.837	0.20275839	0.838	0.20252840	0.839	0.2023841	0.1840	0.2020842	0.1841	0.2018843	0.1842	0.2015844	0.1843	0.2013845	0.1844	0.2011846	0.1845	0.2009847	0.1846	0.2007848	0.1847	0.2005158905
848	0.2002596396
849	0.2000849756
850	0.1998618428
851	0.1996284077
852	0.1993597794
853	0.1990879966
854	0.1988585081
855	0.1986222578
856	0.1985906242
857	0.1983100942
858	0.1981008654
859	0.1978457481
860	0.1976026766
861	0.197364826
862	0.1971527675
863	0.1969095876
864	0.1967028986
865	0.1964497071
866	0.196868	0.19867	0.196869	0.19868	0.19870	0.193869	0.19871	0.19870	0.195872	0.19871	0.195873	0.19872	0.195874	0.19873	0.194875	0.19874	0.194876	0.19875	0.194877	0.19876	0.1942409507
877	0.1940550858
878	0.1938385406
879	0.1936238602
880	0.1934145497
881	0.1932297355
882	0.1930314502
883	0.1927806099
884	0.192542572
885	0.1922814107
886	0.1920370132
887	0.1918294111
888	0.1915699875
889	0.1913859539
890	0.191165523
891	0.1909581217
892	0.1907300247
893	0.1905340351
894	0.1903275949
895	0.1901469262
896	0.1899095218
897	0.1896646999
898	0.189474396
899	0.1892871421
900	0.1890790133
901	0.1890013108
902	0.1887676508
903	0.188537043
904	0.1882989453
905	0.1882588337
906	0.1880594851
907	0.1878310072
908	0.1876297975
909	0.1874239004
910	0.1871999674
911	0.1871172017
912	0.1869337129
913	0.186706227
914	0.1864967935
915	0.1862737852
916	0.1860691474
917	0.1858615685
918	0.1856261967
919	0.185390337
920	0.1851896511
921	0.1849533709
922	0.1847562049
923	0.1845506396
924	0.1843338128
925	0.1841251883
926	0.1838886904
927	0.1836723101
928	0.1834925955
929	0.1832512941
930	0.1830581659
931	0.1830450469
932	0.1827926411
933	0.1825927277
934	0.1824175128
935	0.1822155087
936	0.1819937191
937	0.1819183053
9940	0.17934095639941	0.17915801119942	0.17895291941943	0.17877892942944	0.17862168943945	0.17843768944946	0.17826299945947	0.1780725946	948	0.1778485947949	0.17766933948950	0.17745102949951	0.17728087950952	0.17711647951953	0.17692660952954	0.17677814953955	0.1765723
956	0.1763762246
957	0.1762033466
958	0.1760563918
959	0.175878996
960	0.17570879595961	0.17547940896962	0.17529397996963	0.17506519396964	0.17488145496965	0.17465777496966	0.17446488596967	0.17424762966968	0.17404041967969	0.17383902968970	0.1736821969	971	0.1734963851
972	0.1733441077
973	0.1731421327
974	0.1729796681
975	0.1727709182
976	0.1725709306
977	0.1723725734
978	0.1721945965
979	0.1720145907
980	0.1718487085
981	0.1716726662
982	0.1714686768
983	0.1713050804
984	0.1710894917
985	0.1708981805
986	0.1706948016
987	0.1704733406
988	0.1702795033
989	0.1700939602
990	0.1699279163
991	0.1697330905
992	0.169586157
993	0.1694204287
994	0.1692556559
995	0.1690645349
996	0.168895922
997	0.1686645008
998	0.1684842978
999	0.168288655
.1709745172
999	0.1708074596
