,Date,High,Low,Open,Close,Volume,Adj Close
0,2021-04-02,60110.26953125,57603.890625,59397.41015625,57603.890625,59641344484,57603.890625
1,2021-04-03,58913.74609375,57168.67578125,57604.83984375,58758.5546875,50749662970,58758.5546875
2,2021-04-04,59891.296875,57694.82421875,58760.875,59057.87890625,60706272115,59057.87890625
3,2021-04-05,59479.578125,57646.80859375,59171.93359375,58192.359375,66058027988,58192.359375
4,2021-04-06,58731.14453125,55604.0234375,58186.5078125,56048.9375,75645303584,56048.9375
5,2021-04-07,58338.73828125,55879.0859375,56099.9140625,58323.953125,53053855641,58323.953125
6,2021-04-08,58937.046875,57807.86328125,58326.5625,58245.00390625,46655208546,58245.00390625
7,2021-04-09,61276.6640625,58038.70703125,58253.77734375,59793.234375,58238470525,59793.234375
8,2021-04-10,60790.5546875,59289.796875,59846.23046875,60204.96484375,46280252580,60204.96484375
9,2021-04-11,61253.03515625,59589.875,60175.9453125,59893.453125,51828688519,59893.453125
10,2021-04-12,63742.28515625,59869.95703125,59890.01953125,63503.45703125,69983454362,63503.45703125
11,2021-04-13,64863.09765625,61554.796875,63523.75390625,63109.6953125,77451779687,63109.6953125
12,2021-04-14,63821.671875,62208.96484375,63075.1953125,63314.01171875,60954381579,63314.01171875
13,2021-04-15,63594.72265625,60222.53125,63258.50390625,61572.7890625,84293007468,61572.7890625
14,2021-04-16,62572.17578125,60361.3515625,61529.921875,60683.8203125,66138759198,60683.8203125
15,2021-04-17,61057.45703125,52829.53515625,60701.88671875,56216.18359375,97468872758,56216.18359375
16,2021-04-18,57520.0546875,54368.59375,56191.5859375,55724.265625,65344865159,55724.265625
17,2021-04-19,57062.1484375,53448.046875,55681.79296875,56473.03125,67849323955,56473.03125
18,2021-04-20,56757.97265625,53695.46875,56471.12890625,53906.08984375,54926612466,53906.08984375
19,2021-04-21,55410.23046875,50583.8125,53857.10546875,51762.2734375,74798630778,51762.2734375
20,2021-04-22,52120.79296875,47714.6640625,51739.80859375,51093.65234375,86668667320,51093.65234375
21,2021-04-23,51167.5625,48805.28515625,51143.2265625,50050.8671875,49014494781,50050.8671875
22,2021-04-24,50506.01953125,47159.484375,50052.83203125,49004.25390625,46117114240,49004.25390625
23,2021-04-25,54288.00390625,48852.796875,49077.79296875,54021.75390625,58284039825,54021.75390625
24,2021-04-26,55416.96484375,53319.1875,54030.3046875,55033.1171875,49448222757,55033.1171875
25,2021-04-27,56227.20703125,53887.91796875,55036.63671875,54824.703125,48000572955,54824.703125
26,2021-04-28,55115.84375,52418.02734375,54858.08984375,53555.109375,46088929780,53555.109375
27,2021-04-29,57900.71875,53129.6015625,53568.6640625,57750.17578125,52395931985,57750.17578125
28,2021-04-30,58448.33984375,57052.2734375,57714.6640625,57828.05078125,42836427360,57828.05078125
29,2021-05-01,57902.59375,56141.90625,57825.86328125,56631.078125,38177405335,56631.078125
30,2021-05-02,58973.30859375,56590.87109375,56620.2734375,57200.29296875,51713139031,57200.29296875
31,2021-05-03,57214.1796875,53191.42578125,57214.1796875,53333.5390625,68564706967,53333.5390625
32,2021-05-04,57911.36328125,52969.0546875,53252.1640625,57424.0078125,69241316747,57424.0078125
33,2021-05-05,58363.31640625,55382.5078125,57441.30859375,56396.515625,69523285106,56396.515625
34,2021-05-06,58606.6328125,55321.84765625,56413.953125,57356.40234375,68434023376,57356.40234375
35,2021-05-07,59464.61328125,56975.2109375,57352.765625,58803.77734375,65382980634,58803.77734375
36,2021-05-08,59210.8828125,56482.00390625,58877.390625,58232.31640625,65906690347,58232.31640625
