token;create_date;event_date;prev_1days;prev_2days;prev_3days;prev_4days;prev_5days;prev_6days;prev_7days;prev_8days;prev_9days;prev_10days;prev_11days;prev_12days;prev_13days
btc;2021-06-11 11:00:00+00:00;2021-06-26 11:08:55.222;1;1;0;0;0;0;1;1;0;0;0;1;0
